企业名称,项目编号,项目名称,主管部门,推荐部门
宝山钢铁股份有限公司,,新能源汽车、空调压缩机电机用高性能无取向硅钢钢板（B27AHV1400、B27AYSX-1、B27APV1400、B30AHV1500、B30AYSX-2、B30AY-1、B35AVJJ-2、B35AHV1700）,宝山区科学技术委员会,
宝山钢铁股份有限公司,,汽车底盘系统用高强韧钢管（34MnB5、26MnB5、45B2M、20CrMnTiH）,宝山区科学技术委员会,
宝山钢铁股份有限公司,,易开盖用高延伸DR材钢板及钢带（TH520、TH520EL、TH550、TH550EL）,宝山区科学技术委员会,
宝山钢铁股份有限公司,,高轴向承载力二片食品罐用镀锡钢带（DT-3.5CADWI、DT-3CADI）,宝山区科学技术委员会,
上海如鲲新材料有限公司,,二氟草酸硼酸锂,上海市张江科学城建设管理办公室,
上海如鲲新材料有限公司,,四氟硼酸锂,上海市张江科学城建设管理办公室,
上海紫东尼龙材料科技有限公司,,高强度尼龙薄膜,闵行区科学技术委员会,
上海ducts,,新型硬质材料-弹性体粘结用热硫化胶黏剂,杨浦区科学技术委员会,
在邦润滑材料（上海）有限公司,,二硫化钼润滑喷剂,上海市临港地区开发建设管理委员会,
上海微谱化工技术服务有限公司,,汽车内气味物质分析技术服务,杨浦区科学技术委员会,
上海微谱化工技术服务有限公司,,药物异构体杂质检测技术服务,杨浦区科学技术委员会,
上海软中信息技术有限公司,,软中数据治理系统应用软件V1.0,长宁区科学技术委员会,
上海数禾信息科技有限公司,,数禾拿铁智投技术服务,上海市张江科学城建设管理办公室,
上海三菱电梯有限公司,,LEHY-MRL-II无机房乘客电梯,闵行区科学技术委员会,
上海雷诺尔科技股份有限公司,,RNMZ手车式中高压固态软起动装置（3~10kV/120~1000）,嘉定区科学技术委员会,
壹格建筑科技（上海）有限公司,,全效新风机（FEU300、FEU500、FEU700）,上海市张江科学城建设管理办公室,
上海南库新能源技术有限公司,,可充式锂蓄电池FD-FES-03（移动DR电源）,松江区科学技术委员会,
上海华东电脑股份有限公司,,华东电脑微模块可视化管理软件V1.0,嘉定区科学技术委员会,
马努（上海）艺术设计有限公司,,基于矩阵系统的建筑幕墙——龙鳞机械屏二代,闵行区科学技术委员会,
朗析仪器（上海）有限公司,,LX-3000在线气相色谱仪,青浦区科学技术委员会,
佳奕筱安（上海）机器人科技有限公司,,机器人力控伺服控制器平台,闵行区科学技术委员会,
上海广为焊接设备有限公司,,逆变式脉冲MIG/MAG电焊机（PulseMIG-350）,闵行区科学技术委员会,
上海弋朋自动化科技有限公司,,EP-节能型数控冲压集成系统,奉贤区科学技术委员会,
尔智自动化科技（上海）有限公司,,尔智AR5协作机器人,闵行区科学技术委员会,
上海朗驰佰特智能技术有限公司,,BT-P型巡检机器人,青浦区科学技术委员会,
上海德徽实业有限公司,,全自动运模机ZDCDW-01,奉贤区科学技术委员会,
上海电科臻和智能科技有限公司,,GPC1型防雷智能监测终端,奉贤区科学技术委员会,
上海科科阀门集团有限公司,,高压大口径双板（瓣）止回阀（H46Y-CL900NPS32）,嘉定区科学技术委员会,
上海撬动网络科技有限公司,,撬动验箱宝软件V1.6,浦东新区科技和经济委员会,
善研光电科技（上海）有限公司,,固定式LED灯具SYPH2800,浦东新区科技和经济委员会,
上海神州美景健康科技有限公司,,脑血管功能检测仪GT-3000/GT-6000,浦东新区科技和经济委员会,
上海力声特医学科技有限公司,,LST-MAP-B人工耳蜗调试系统,浦东新区科技和经济委员会,
上海沥高科技股份有限公司,,航空航天复合材料制备用耐高温透气毡（WF330、WF300N、WF150）,浦东新区科技和经济委员会,
上海建工材料工程有限公司,,高抗裂超高性能混凝土,浦东新区科技和经济委员会,
上海华迎汽车零部件有限公司,,汽车行李箱侧饰板（39145804，39145805，26263121，26263119，26258085，26258084，84013045，84228218）,浦东新区科技和经济委员会,
安境迩（上海）科技有限公司,,新型梯形轨枕,浦东新区科技和经济委员会,
上海英恒电子有限公司,,新能源汽车“多合一”动力总成控制器,浦东新区科技和经济委员会,
上海江奥数控机床有限公司,,QK1319F石油油套管接箍自动化数控机床,浦东新区科技和经济委员会,
新阳荣乐（上海）汽车电子有限公司,,C206-17型组合仪表总成,上海市张江科学城建设管理办公室,
新阳荣乐（上海）汽车电子有限公司,,PA16-46-560型电子换挡执行器,上海市张江科学城建设管理办公室,
聚洵半导体科技（上海）有限公司,,低电压低功耗运算放大器（GS8551、GS8552、GS8554、GS8331、GS8332、GS8334、GS6001、GS6002、GS6004）,上海市张江科学城建设管理办公室,
上海大因多媒体技术有限公司,,4K超高清分布式一体化节点（DY-700K）,松江区科学技术委员会,
上海译会信息科技有限公司,,YH型财富E站通互动终端设备（自助终端）,普陀区科学技术委员会,
卡斯柯信号有限公司,,卡斯柯车载记录数据自动分析软件V2.0,静安区科学技术委员会,
上海好智信息技术有限公司,,好智可视化病房软件V1.0,闵行区科学技术委员会,
上海申雪供应链管理有限公司,,梧桐智慧物流服务平台,青浦区科学技术委员会,
虹软（上海）多媒体科技有限公司,,虹软图片及影像解决方案套装软件V2.0,静安区科学技术委员会,
上海金智晟东电力科技有限公司,,晟东配电自动化测试管控软件,徐汇区科学技术委员会,
上海点对点科技有限公司,,点对点科技自主可控分布式存储项目V1.0.0,杨浦区科学技术委员会,
上海模呈信息技术有限公司,,模呈模迪智能焊接云平台软件V1.0,宝山区科学技术委员会,
海尔数字科技（上海）有限公司,,海尔COSMOPlat-MES,松江区科学技术委员会,
上海皓元医药股份有限公司,,Entresto中间体,上海市张江科学城建设管理办公室,
再鼎医药（上海）有限公司,,甲苯磺酸尼拉帕利胶囊（规格:100mg）,上海市张江科学城建设管理办公室,
上海正邦医疗科技有限公司,,一次性使用防针刺静脉留置针（B-4FY-GG、B-2FY-GG、BZ-4FY-GS）,奉贤区科学技术委员会,
上海观道生物科技有限公司,,中药配方颗粒半自动调剂设备,青浦区科学技术委员会,
上海欣峰制药有限公司,,注射用头孢噻肟钠,金山区科学技术委员会,
中航华东光电（上海）有限公司,,机载语音识别设备（型号：XYS）,闵行区科学技术委员会,
宝山钢铁股份有限公司,,超高强度冷轧低合金带钢（HC600LA、HC700LA、HC800LA、HC420LA_MOD）,宝山区科学技术委员会,
上海康达化工新材料集团股份有限公司,,WD8262双组份无溶剂聚氨酯复膜胶（A、B）,奉贤区科学技术委员会,
卓悦环保新材料（上海）有限公司,,MTO催化剂,金山区科学技术委员会,
上海瑞年精细化工有限公司,,黑色热压敏成色剂（LBC-22S）,金山区科学技术委员会,
西卡德高（上海）建材有限公司,,Thixopierre-G建筑砂浆,奉贤区科学技术委员会,
上海韩华牙科材料有限公司,,定制式固定义齿,闵行区科学技术委员会,
国核电站运行服务技术有限公司,,核电站核岛检测技术服务,徐汇区科学技术委员会,
上海泺开教育科技有限公司,,泺开音乐王国智能音乐教学系统云平台软件,松江区科学技术委员会,
上海派能能源科技股份有限公司,,锂离子电池（SONNEN2500LFP2，US2000，Phantom-S）,上海市张江科学城建设管理办公室,
仪坤动力科技（上海）有限公司,,TZD540X520S01永磁同步电机,宝山区科学技术委员会,
上海怡星机电设备有限公司,,环境监测用x、γ辐射空气比释动能率仪（主机：RED-100、探测器：RED-G）,青浦区科学技术委员会,
柏美迪康环境科技（上海）股份有限公司,,柏美迪康无组织粉尘管控治一体化平台（ACG-1）,嘉定区科学技术委员会,
中船动力研究院有限公司,,柴油机尾气排放后处理脱硫装置,上海市临港地区开发建设管理委员会,
上海思源高压开关有限公司,,252kV高压开关设备（ZF28-252/ZH28-252/LW58A-252）,闵行区科学技术委员会,
上海提牛机电设备有限公司,,晶圆清洗机（AWB型）,奉贤区科学技术委员会,
上海耀杉电子科技有限公司,,YS空调加热器总成,奉贤区科学技术委员会,
上海欧通电气有限公司,,低压成套开关设备（SIVACON8PT）,闵行区科学技术委员会,
上海万籁环保科技股份有限公司,,万籁次氯酸水发生器（WLY-210）,松江区科学技术委员会,
上海优耐特斯压缩机有限公司,,UDT45A-8型一般用喷油螺杆空气压缩机,嘉定区科学技术委员会,
上海沃克通用设备有限公司,,离心式消防排烟风机（DFS型）,奉贤区科学技术委员会,
锐奇控股股份有限公司,,R4222斜切割机,松江区科学技术委员会,
上海星派自动化股份有限公司,,大米装袋生产线（XPZDX）,嘉定区科学技术委员会,
上海天辰现代环境技术有限公司,,1m³甲醛释放量检测气候箱,杨浦区科学技术委员会,
上海风创机电设备有限公司,,风力发电用电缆（UL10682）,闵行区科学技术委员会,
上海安钧智能科技股份有限公司,,气体涡轮流量计AJWG-400-II-I0-R-N-1MPa,嘉定区科学技术委员会,
上海申世电气有限公司,,无源谐波滤波器SHF-0030-10%,嘉定区科学技术委员会,
上海丰野表面处理剂有限公司,,电工钢绝缘涂料,浦东新区科技和经济委员会,
上海丰野表面处理剂有限公司,,无铬耐指纹处理剂,浦东新区科技和经济委员会,
中国电建集团上海能源装备有限公司,,太阳能光热高温热熔盐泵（VA11-3P1、VA11-4P1、VA11-5P1）,浦东新区科技和经济委员会,
上海良信电器股份有限公司,,NDQ5-4000型自动转换开关电器,浦东新区科技和经济委员会,
上海拿森汽车电子有限公司,,电控助力器及制动主缸总成,浦东新区科技和经济委员会,
上海英曼尼安全装备有限公司,,EX-AI1000智能识别仪,浦东新区科技和经济委员会,
上海行创电气有限公司,,STS3型转换开关电器,浦东新区科技和经济委员会,
上海富瀚微电子股份有限公司,,FH8538E集成电路,徐汇区科学技术委员会,
上海喔噻互联网科技有限公司,,收钱吧核心支付系统,普陀区科学技术委员会,
上海云轴信息科技有限公司,,ZStack云计算管理平台V3.0,闵行区科学技术委员会,
加特兰微电子科技（上海）有限公司,,CAL77A2T4R集成电路,上海市张江科学城建设管理办公室,
奥来德（上海）光电材料科技有限公司,,蓝光OLED材料,金山区科学技术委员会,
上海思源弘瑞自动化有限公司,,Super5000变电站监控系统,闵行区科学技术委员会,
上海沿汇文化传播有限公司,,沿汇公众号运营管理系统,普陀区科学技术委员会,
上海梅迪优物联科技有限公司,,梅迪优冲压设备生命周期管理云平台软件,上海市张江科学城建设管理办公室,
卡斯柯信号有限公司,,卡斯柯CTCS-0级列控系统软件V1.0,静安区科学技术委员会,
卡斯柯信号有限公司,,卡斯柯列控仿真培训管理平台软件V1.0,静安区科学技术委员会,
上海钧正网络科技有限公司,,哈啰智能巡逻（ios版）app软件V2.6.0,闵行区科学技术委员会,
上海华铭智能终端设备股份有限公司,,智能售票机HM-TVM,松江区科学技术委员会,
上海文景信息科技有限公司,,文景无船承运人管理平台软件,上海市张江科学城建设管理办公室,
上海力信测量系统有限公司,,力信RMS-D渣土测量软件,上海市张江科学城建设管理办公室,
上海力信测量系统有限公司,,力信RMS-D盾尾间隙测量软件,上海市张江科学城建设管理办公室,
